id, name, sizeX, sizeY, sizeZ, strainX, strainY, NX, NY, elecX, elecY, elecZ, XY_fig, XZ_fig, data_file
481,thick8voltage-10xsub4.0ysub3.92,40,40,33.6,4.0,3.92,8,8,0,0,-10,./XY_fig/XY_thick8voltage-10xsub4.0ysub3.92-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-10xsub4.0ysub3.92-20000.dat.jpg,./XYZ/XYZ_thick8voltage-10xsub4.0ysub3.92-20000-compress8.npz
482,thick8voltage-10xsub4.0ysub3.96,40,40,33.6,4.0,3.96,8,8,0,0,-10,./XY_fig/XY_thick8voltage-10xsub4.0ysub3.96-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-10xsub4.0ysub3.96-20000.dat.jpg,./XYZ/XYZ_thick8voltage-10xsub4.0ysub3.96-20000-compress8.npz
483,thick8voltage-10xsub4.0ysub4.0,40,40,33.6,4.0,4.0,8,8,0,0,-10,./XY_fig/XY_thick8voltage-10xsub4.0ysub4.0-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-10xsub4.0ysub4.0-20000.dat.jpg,./XYZ/XYZ_thick8voltage-10xsub4.0ysub4.0-20000-compress8.npz
484,thick8voltage-8xsub3.8ysub3.8,40,40,33.6,3.8,3.8,8,8,0,0,-8,./XY_fig/XY_thick8voltage-8xsub3.8ysub3.8-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-8xsub3.8ysub3.8-20000.dat.jpg,./XYZ/XYZ_thick8voltage-8xsub3.8ysub3.8-20000-compress8.npz
485,thick8voltage-8xsub3.84ysub3.8,40,40,33.6,3.84,3.8,8,8,0,0,-8,./XY_fig/XY_thick8voltage-8xsub3.84ysub3.8-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-8xsub3.84ysub3.8-20000.dat.jpg,./XYZ/XYZ_thick8voltage-8xsub3.84ysub3.8-20000-compress8.npz
486,thick8voltage-8xsub3.84ysub3.84,40,40,33.6,3.84,3.84,8,8,0,0,-8,./XY_fig/XY_thick8voltage-8xsub3.84ysub3.84-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-8xsub3.84ysub3.84-20000.dat.jpg,./XYZ/XYZ_thick8voltage-8xsub3.84ysub3.84-20000-compress8.npz
487,thick8voltage-8xsub3.88ysub3.8,40,40,33.6,3.88,3.8,8,8,0,0,-8,./XY_fig/XY_thick8voltage-8xsub3.88ysub3.8-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-8xsub3.88ysub3.8-20000.dat.jpg,./XYZ/XYZ_thick8voltage-8xsub3.88ysub3.8-20000-compress8.npz
488,thick8voltage-8xsub3.88ysub3.84,40,40,33.6,3.88,3.84,8,8,0,0,-8,./XY_fig/XY_thick8voltage-8xsub3.88ysub3.84-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-8xsub3.88ysub3.84-20000.dat.jpg,./XYZ/XYZ_thick8voltage-8xsub3.88ysub3.84-20000-compress8.npz
489,thick8voltage-8xsub3.88ysub3.88,40,40,33.6,3.88,3.88,8,8,0,0,-8,./XY_fig/XY_thick8voltage-8xsub3.88ysub3.88-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-8xsub3.88ysub3.88-20000.dat.jpg,./XYZ/XYZ_thick8voltage-8xsub3.88ysub3.88-20000-compress8.npz
490,thick8voltage-8xsub3.92ysub3.8,40,40,33.6,3.92,3.8,8,8,0,0,-8,./XY_fig/XY_thick8voltage-8xsub3.92ysub3.8-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-8xsub3.92ysub3.8-20000.dat.jpg,./XYZ/XYZ_thick8voltage-8xsub3.92ysub3.8-20000-compress8.npz
491,thick8voltage-8xsub3.92ysub3.84,40,40,33.6,3.92,3.84,8,8,0,0,-8,./XY_fig/XY_thick8voltage-8xsub3.92ysub3.84-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-8xsub3.92ysub3.84-20000.dat.jpg,./XYZ/XYZ_thick8voltage-8xsub3.92ysub3.84-20000-compress8.npz
492,thick8voltage-8xsub3.92ysub3.88,40,40,33.6,3.92,3.88,8,8,0,0,-8,./XY_fig/XY_thick8voltage-8xsub3.92ysub3.88-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-8xsub3.92ysub3.88-20000.dat.jpg,./XYZ/XYZ_thick8voltage-8xsub3.92ysub3.88-20000-compress8.npz
493,thick8voltage-8xsub3.92ysub3.92,40,40,33.6,3.92,3.92,8,8,0,0,-8,./XY_fig/XY_thick8voltage-8xsub3.92ysub3.92-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-8xsub3.92ysub3.92-20000.dat.jpg,./XYZ/XYZ_thick8voltage-8xsub3.92ysub3.92-20000-compress8.npz
494,thick8voltage-8xsub3.96ysub3.8,40,40,33.6,3.96,3.8,8,8,0,0,-8,./XY_fig/XY_thick8voltage-8xsub3.96ysub3.8-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-8xsub3.96ysub3.8-20000.dat.jpg,./XYZ/XYZ_thick8voltage-8xsub3.96ysub3.8-20000-compress8.npz
495,thick8voltage-8xsub3.96ysub3.84,40,40,33.6,3.96,3.84,8,8,0,0,-8,./XY_fig/XY_thick8voltage-8xsub3.96ysub3.84-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-8xsub3.96ysub3.84-20000.dat.jpg,./XYZ/XYZ_thick8voltage-8xsub3.96ysub3.84-20000-compress8.npz
496,thick8voltage-8xsub3.96ysub3.88,40,40,33.6,3.96,3.88,8,8,0,0,-8,./XY_fig/XY_thick8voltage-8xsub3.96ysub3.88-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-8xsub3.96ysub3.88-20000.dat.jpg,./XYZ/XYZ_thick8voltage-8xsub3.96ysub3.88-20000-compress8.npz
497,thick8voltage-8xsub3.96ysub3.92,40,40,33.6,3.96,3.92,8,8,0,0,-8,./XY_fig/XY_thick8voltage-8xsub3.96ysub3.92-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-8xsub3.96ysub3.92-20000.dat.jpg,./XYZ/XYZ_thick8voltage-8xsub3.96ysub3.92-20000-compress8.npz
498,thick8voltage-8xsub3.96ysub3.96,40,40,33.6,3.96,3.96,8,8,0,0,-8,./XY_fig/XY_thick8voltage-8xsub3.96ysub3.96-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-8xsub3.96ysub3.96-20000.dat.jpg,./XYZ/XYZ_thick8voltage-8xsub3.96ysub3.96-20000-compress8.npz
499,thick8voltage-8xsub4.0ysub3.8,40,40,33.6,4.0,3.8,8,8,0,0,-8,./XY_fig/XY_thick8voltage-8xsub4.0ysub3.8-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-8xsub4.0ysub3.8-20000.dat.jpg,./XYZ/XYZ_thick8voltage-8xsub4.0ysub3.8-20000-compress8.npz
500,thick8voltage-8xsub4.0ysub3.84,40,40,33.6,4.0,3.84,8,8,0,0,-8,./XY_fig/XY_thick8voltage-8xsub4.0ysub3.84-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-8xsub4.0ysub3.84-20000.dat.jpg,./XYZ/XYZ_thick8voltage-8xsub4.0ysub3.84-20000-compress8.npz
501,thick8voltage-8xsub4.0ysub3.88,40,40,33.6,4.0,3.88,8,8,0,0,-8,./XY_fig/XY_thick8voltage-8xsub4.0ysub3.88-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-8xsub4.0ysub3.88-20000.dat.jpg,./XYZ/XYZ_thick8voltage-8xsub4.0ysub3.88-20000-compress8.npz
502,thick8voltage-8xsub4.0ysub3.92,40,40,33.6,4.0,3.92,8,8,0,0,-8,./XY_fig/XY_thick8voltage-8xsub4.0ysub3.92-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-8xsub4.0ysub3.92-20000.dat.jpg,./XYZ/XYZ_thick8voltage-8xsub4.0ysub3.92-20000-compress8.npz
503,thick8voltage-8xsub4.0ysub3.96,40,40,33.6,4.0,3.96,8,8,0,0,-8,./XY_fig/XY_thick8voltage-8xsub4.0ysub3.96-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-8xsub4.0ysub3.96-20000.dat.jpg,./XYZ/XYZ_thick8voltage-8xsub4.0ysub3.96-20000-compress8.npz
504,thick8voltage-8xsub4.0ysub4.0,40,40,33.6,4.0,4.0,8,8,0,0,-8,./XY_fig/XY_thick8voltage-8xsub4.0ysub4.0-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-8xsub4.0ysub4.0-20000.dat.jpg,./XYZ/XYZ_thick8voltage-8xsub4.0ysub4.0-20000-compress8.npz
505,thick8voltage-6xsub3.8ysub3.8,40,40,33.6,3.8,3.8,8,8,0,0,-6,./XY_fig/XY_thick8voltage-6xsub3.8ysub3.8-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-6xsub3.8ysub3.8-20000.dat.jpg,./XYZ/XYZ_thick8voltage-6xsub3.8ysub3.8-20000-compress8.npz
506,thick8voltage-6xsub3.84ysub3.8,40,40,33.6,3.84,3.8,8,8,0,0,-6,./XY_fig/XY_thick8voltage-6xsub3.84ysub3.8-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-6xsub3.84ysub3.8-20000.dat.jpg,./XYZ/XYZ_thick8voltage-6xsub3.84ysub3.8-20000-compress8.npz
507,thick8voltage-6xsub3.84ysub3.84,40,40,33.6,3.84,3.84,8,8,0,0,-6,./XY_fig/XY_thick8voltage-6xsub3.84ysub3.84-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-6xsub3.84ysub3.84-20000.dat.jpg,./XYZ/XYZ_thick8voltage-6xsub3.84ysub3.84-20000-compress8.npz
508,thick8voltage-6xsub3.88ysub3.8,40,40,33.6,3.88,3.8,8,8,0,0,-6,./XY_fig/XY_thick8voltage-6xsub3.88ysub3.8-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-6xsub3.88ysub3.8-20000.dat.jpg,./XYZ/XYZ_thick8voltage-6xsub3.88ysub3.8-20000-compress8.npz
509,thick8voltage-6xsub3.88ysub3.84,40,40,33.6,3.88,3.84,8,8,0,0,-6,./XY_fig/XY_thick8voltage-6xsub3.88ysub3.84-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-6xsub3.88ysub3.84-20000.dat.jpg,./XYZ/XYZ_thick8voltage-6xsub3.88ysub3.84-20000-compress8.npz
510,thick8voltage-6xsub3.88ysub3.88,40,40,33.6,3.88,3.88,8,8,0,0,-6,./XY_fig/XY_thick8voltage-6xsub3.88ysub3.88-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-6xsub3.88ysub3.88-20000.dat.jpg,./XYZ/XYZ_thick8voltage-6xsub3.88ysub3.88-20000-compress8.npz
511,thick8voltage-6xsub3.92ysub3.8,40,40,33.6,3.92,3.8,8,8,0,0,-6,./XY_fig/XY_thick8voltage-6xsub3.92ysub3.8-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-6xsub3.92ysub3.8-20000.dat.jpg,./XYZ/XYZ_thick8voltage-6xsub3.92ysub3.8-20000-compress8.npz
512,thick8voltage-6xsub3.92ysub3.84,40,40,33.6,3.92,3.84,8,8,0,0,-6,./XY_fig/XY_thick8voltage-6xsub3.92ysub3.84-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-6xsub3.92ysub3.84-20000.dat.jpg,./XYZ/XYZ_thick8voltage-6xsub3.92ysub3.84-20000-compress8.npz
513,thick8voltage-6xsub3.92ysub3.88,40,40,33.6,3.92,3.88,8,8,0,0,-6,./XY_fig/XY_thick8voltage-6xsub3.92ysub3.88-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-6xsub3.92ysub3.88-20000.dat.jpg,./XYZ/XYZ_thick8voltage-6xsub3.92ysub3.88-20000-compress8.npz
514,thick8voltage-6xsub3.92ysub3.92,40,40,33.6,3.92,3.92,8,8,0,0,-6,./XY_fig/XY_thick8voltage-6xsub3.92ysub3.92-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-6xsub3.92ysub3.92-20000.dat.jpg,./XYZ/XYZ_thick8voltage-6xsub3.92ysub3.92-20000-compress8.npz
515,thick8voltage-6xsub3.96ysub3.8,40,40,33.6,3.96,3.8,8,8,0,0,-6,./XY_fig/XY_thick8voltage-6xsub3.96ysub3.8-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-6xsub3.96ysub3.8-20000.dat.jpg,./XYZ/XYZ_thick8voltage-6xsub3.96ysub3.8-20000-compress8.npz
516,thick8voltage-6xsub3.96ysub3.84,40,40,33.6,3.96,3.84,8,8,0,0,-6,./XY_fig/XY_thick8voltage-6xsub3.96ysub3.84-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-6xsub3.96ysub3.84-20000.dat.jpg,./XYZ/XYZ_thick8voltage-6xsub3.96ysub3.84-20000-compress8.npz
517,thick8voltage-6xsub3.96ysub3.88,40,40,33.6,3.96,3.88,8,8,0,0,-6,./XY_fig/XY_thick8voltage-6xsub3.96ysub3.88-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-6xsub3.96ysub3.88-20000.dat.jpg,./XYZ/XYZ_thick8voltage-6xsub3.96ysub3.88-20000-compress8.npz
518,thick8voltage-6xsub3.96ysub3.92,40,40,33.6,3.96,3.92,8,8,0,0,-6,./XY_fig/XY_thick8voltage-6xsub3.96ysub3.92-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-6xsub3.96ysub3.92-20000.dat.jpg,./XYZ/XYZ_thick8voltage-6xsub3.96ysub3.92-20000-compress8.npz
519,thick8voltage-6xsub3.96ysub3.96,40,40,33.6,3.96,3.96,8,8,0,0,-6,./XY_fig/XY_thick8voltage-6xsub3.96ysub3.96-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-6xsub3.96ysub3.96-20000.dat.jpg,./XYZ/XYZ_thick8voltage-6xsub3.96ysub3.96-20000-compress8.npz
520,thick8voltage-6xsub4.0ysub3.8,40,40,33.6,4.0,3.8,8,8,0,0,-6,./XY_fig/XY_thick8voltage-6xsub4.0ysub3.8-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-6xsub4.0ysub3.8-20000.dat.jpg,./XYZ/XYZ_thick8voltage-6xsub4.0ysub3.8-20000-compress8.npz
521,thick8voltage-6xsub4.0ysub3.84,40,40,33.6,4.0,3.84,8,8,0,0,-6,./XY_fig/XY_thick8voltage-6xsub4.0ysub3.84-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-6xsub4.0ysub3.84-20000.dat.jpg,./XYZ/XYZ_thick8voltage-6xsub4.0ysub3.84-20000-compress8.npz
522,thick8voltage-6xsub4.0ysub3.88,40,40,33.6,4.0,3.88,8,8,0,0,-6,./XY_fig/XY_thick8voltage-6xsub4.0ysub3.88-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-6xsub4.0ysub3.88-20000.dat.jpg,./XYZ/XYZ_thick8voltage-6xsub4.0ysub3.88-20000-compress8.npz
523,thick8voltage-6xsub4.0ysub3.92,40,40,33.6,4.0,3.92,8,8,0,0,-6,./XY_fig/XY_thick8voltage-6xsub4.0ysub3.92-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-6xsub4.0ysub3.92-20000.dat.jpg,./XYZ/XYZ_thick8voltage-6xsub4.0ysub3.92-20000-compress8.npz
524,thick8voltage-6xsub4.0ysub3.96,40,40,33.6,4.0,3.96,8,8,0,0,-6,./XY_fig/XY_thick8voltage-6xsub4.0ysub3.96-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-6xsub4.0ysub3.96-20000.dat.jpg,./XYZ/XYZ_thick8voltage-6xsub4.0ysub3.96-20000-compress8.npz
525,thick8voltage-6xsub4.0ysub4.0,40,40,33.6,4.0,4.0,8,8,0,0,-6,./XY_fig/XY_thick8voltage-6xsub4.0ysub4.0-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-6xsub4.0ysub4.0-20000.dat.jpg,./XYZ/XYZ_thick8voltage-6xsub4.0ysub4.0-20000-compress8.npz
526,thick8voltage-4xsub3.8ysub3.8,40,40,33.6,3.8,3.8,8,8,0,0,-4,./XY_fig/XY_thick8voltage-4xsub3.8ysub3.8-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-4xsub3.8ysub3.8-20000.dat.jpg,./XYZ/XYZ_thick8voltage-4xsub3.8ysub3.8-20000-compress8.npz
527,thick8voltage-4xsub3.84ysub3.8,40,40,33.6,3.84,3.8,8,8,0,0,-4,./XY_fig/XY_thick8voltage-4xsub3.84ysub3.8-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-4xsub3.84ysub3.8-20000.dat.jpg,./XYZ/XYZ_thick8voltage-4xsub3.84ysub3.8-20000-compress8.npz
528,thick8voltage-4xsub3.84ysub3.84,40,40,33.6,3.84,3.84,8,8,0,0,-4,./XY_fig/XY_thick8voltage-4xsub3.84ysub3.84-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-4xsub3.84ysub3.84-20000.dat.jpg,./XYZ/XYZ_thick8voltage-4xsub3.84ysub3.84-20000-compress8.npz
529,thick8voltage-4xsub3.88ysub3.8,40,40,33.6,3.88,3.8,8,8,0,0,-4,./XY_fig/XY_thick8voltage-4xsub3.88ysub3.8-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-4xsub3.88ysub3.8-20000.dat.jpg,./XYZ/XYZ_thick8voltage-4xsub3.88ysub3.8-20000-compress8.npz
530,thick8voltage-4xsub3.88ysub3.84,40,40,33.6,3.88,3.84,8,8,0,0,-4,./XY_fig/XY_thick8voltage-4xsub3.88ysub3.84-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-4xsub3.88ysub3.84-20000.dat.jpg,./XYZ/XYZ_thick8voltage-4xsub3.88ysub3.84-20000-compress8.npz
531,thick8voltage-4xsub3.88ysub3.88,40,40,33.6,3.88,3.88,8,8,0,0,-4,./XY_fig/XY_thick8voltage-4xsub3.88ysub3.88-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-4xsub3.88ysub3.88-20000.dat.jpg,./XYZ/XYZ_thick8voltage-4xsub3.88ysub3.88-20000-compress8.npz
532,thick8voltage-4xsub3.92ysub3.8,40,40,33.6,3.92,3.8,8,8,0,0,-4,./XY_fig/XY_thick8voltage-4xsub3.92ysub3.8-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-4xsub3.92ysub3.8-20000.dat.jpg,./XYZ/XYZ_thick8voltage-4xsub3.92ysub3.8-20000-compress8.npz
533,thick8voltage-4xsub3.92ysub3.84,40,40,33.6,3.92,3.84,8,8,0,0,-4,./XY_fig/XY_thick8voltage-4xsub3.92ysub3.84-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-4xsub3.92ysub3.84-20000.dat.jpg,./XYZ/XYZ_thick8voltage-4xsub3.92ysub3.84-20000-compress8.npz
534,thick8voltage-4xsub3.92ysub3.88,40,40,33.6,3.92,3.88,8,8,0,0,-4,./XY_fig/XY_thick8voltage-4xsub3.92ysub3.88-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-4xsub3.92ysub3.88-20000.dat.jpg,./XYZ/XYZ_thick8voltage-4xsub3.92ysub3.88-20000-compress8.npz
535,thick8voltage-4xsub3.92ysub3.92,40,40,33.6,3.92,3.92,8,8,0,0,-4,./XY_fig/XY_thick8voltage-4xsub3.92ysub3.92-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-4xsub3.92ysub3.92-20000.dat.jpg,./XYZ/XYZ_thick8voltage-4xsub3.92ysub3.92-20000-compress8.npz
536,thick8voltage-4xsub3.96ysub3.8,40,40,33.6,3.96,3.8,8,8,0,0,-4,./XY_fig/XY_thick8voltage-4xsub3.96ysub3.8-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-4xsub3.96ysub3.8-20000.dat.jpg,./XYZ/XYZ_thick8voltage-4xsub3.96ysub3.8-20000-compress8.npz
537,thick8voltage-4xsub3.96ysub3.84,40,40,33.6,3.96,3.84,8,8,0,0,-4,./XY_fig/XY_thick8voltage-4xsub3.96ysub3.84-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-4xsub3.96ysub3.84-20000.dat.jpg,./XYZ/XYZ_thick8voltage-4xsub3.96ysub3.84-20000-compress8.npz
538,thick8voltage-4xsub3.96ysub3.88,40,40,33.6,3.96,3.88,8,8,0,0,-4,./XY_fig/XY_thick8voltage-4xsub3.96ysub3.88-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-4xsub3.96ysub3.88-20000.dat.jpg,./XYZ/XYZ_thick8voltage-4xsub3.96ysub3.88-20000-compress8.npz
539,thick8voltage-4xsub3.96ysub3.92,40,40,33.6,3.96,3.92,8,8,0,0,-4,./XY_fig/XY_thick8voltage-4xsub3.96ysub3.92-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-4xsub3.96ysub3.92-20000.dat.jpg,./XYZ/XYZ_thick8voltage-4xsub3.96ysub3.92-20000-compress8.npz
540,thick8voltage-4xsub3.96ysub3.96,40,40,33.6,3.96,3.96,8,8,0,0,-4,./XY_fig/XY_thick8voltage-4xsub3.96ysub3.96-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-4xsub3.96ysub3.96-20000.dat.jpg,./XYZ/XYZ_thick8voltage-4xsub3.96ysub3.96-20000-compress8.npz
541,thick8voltage-4xsub4.0ysub3.8,40,40,33.6,4.0,3.8,8,8,0,0,-4,./XY_fig/XY_thick8voltage-4xsub4.0ysub3.8-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-4xsub4.0ysub3.8-20000.dat.jpg,./XYZ/XYZ_thick8voltage-4xsub4.0ysub3.8-20000-compress8.npz
542,thick8voltage-4xsub4.0ysub3.84,40,40,33.6,4.0,3.84,8,8,0,0,-4,./XY_fig/XY_thick8voltage-4xsub4.0ysub3.84-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-4xsub4.0ysub3.84-20000.dat.jpg,./XYZ/XYZ_thick8voltage-4xsub4.0ysub3.84-20000-compress8.npz
543,thick8voltage-4xsub4.0ysub3.88,40,40,33.6,4.0,3.88,8,8,0,0,-4,./XY_fig/XY_thick8voltage-4xsub4.0ysub3.88-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-4xsub4.0ysub3.88-20000.dat.jpg,./XYZ/XYZ_thick8voltage-4xsub4.0ysub3.88-20000-compress8.npz
544,thick8voltage-4xsub4.0ysub3.92,40,40,33.6,4.0,3.92,8,8,0,0,-4,./XY_fig/XY_thick8voltage-4xsub4.0ysub3.92-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-4xsub4.0ysub3.92-20000.dat.jpg,./XYZ/XYZ_thick8voltage-4xsub4.0ysub3.92-20000-compress8.npz
545,thick8voltage-4xsub4.0ysub3.96,40,40,33.6,4.0,3.96,8,8,0,0,-4,./XY_fig/XY_thick8voltage-4xsub4.0ysub3.96-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-4xsub4.0ysub3.96-20000.dat.jpg,./XYZ/XYZ_thick8voltage-4xsub4.0ysub3.96-20000-compress8.npz
546,thick8voltage-4xsub4.0ysub4.0,40,40,33.6,4.0,4.0,8,8,0,0,-4,./XY_fig/XY_thick8voltage-4xsub4.0ysub4.0-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-4xsub4.0ysub4.0-20000.dat.jpg,./XYZ/XYZ_thick8voltage-4xsub4.0ysub4.0-20000-compress8.npz
547,thick8voltage-2xsub3.8ysub3.8,40,40,33.6,3.8,3.8,8,8,0,0,-2,./XY_fig/XY_thick8voltage-2xsub3.8ysub3.8-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-2xsub3.8ysub3.8-20000.dat.jpg,./XYZ/XYZ_thick8voltage-2xsub3.8ysub3.8-20000-compress8.npz
548,thick8voltage-2xsub3.84ysub3.8,40,40,33.6,3.84,3.8,8,8,0,0,-2,./XY_fig/XY_thick8voltage-2xsub3.84ysub3.8-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-2xsub3.84ysub3.8-20000.dat.jpg,./XYZ/XYZ_thick8voltage-2xsub3.84ysub3.8-20000-compress8.npz
549,thick8voltage-2xsub3.84ysub3.84,40,40,33.6,3.84,3.84,8,8,0,0,-2,./XY_fig/XY_thick8voltage-2xsub3.84ysub3.84-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-2xsub3.84ysub3.84-20000.dat.jpg,./XYZ/XYZ_thick8voltage-2xsub3.84ysub3.84-20000-compress8.npz
550,thick8voltage-2xsub3.88ysub3.8,40,40,33.6,3.88,3.8,8,8,0,0,-2,./XY_fig/XY_thick8voltage-2xsub3.88ysub3.8-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-2xsub3.88ysub3.8-20000.dat.jpg,./XYZ/XYZ_thick8voltage-2xsub3.88ysub3.8-20000-compress8.npz
551,thick8voltage-2xsub3.88ysub3.84,40,40,33.6,3.88,3.84,8,8,0,0,-2,./XY_fig/XY_thick8voltage-2xsub3.88ysub3.84-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-2xsub3.88ysub3.84-20000.dat.jpg,./XYZ/XYZ_thick8voltage-2xsub3.88ysub3.84-20000-compress8.npz
552,thick8voltage-2xsub3.88ysub3.88,40,40,33.6,3.88,3.88,8,8,0,0,-2,./XY_fig/XY_thick8voltage-2xsub3.88ysub3.88-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-2xsub3.88ysub3.88-20000.dat.jpg,./XYZ/XYZ_thick8voltage-2xsub3.88ysub3.88-20000-compress8.npz
553,thick8voltage-2xsub3.92ysub3.8,40,40,33.6,3.92,3.8,8,8,0,0,-2,./XY_fig/XY_thick8voltage-2xsub3.92ysub3.8-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-2xsub3.92ysub3.8-20000.dat.jpg,./XYZ/XYZ_thick8voltage-2xsub3.92ysub3.8-20000-compress8.npz
554,thick8voltage-2xsub3.92ysub3.84,40,40,33.6,3.92,3.84,8,8,0,0,-2,./XY_fig/XY_thick8voltage-2xsub3.92ysub3.84-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-2xsub3.92ysub3.84-20000.dat.jpg,./XYZ/XYZ_thick8voltage-2xsub3.92ysub3.84-20000-compress8.npz
555,thick8voltage-2xsub3.92ysub3.88,40,40,33.6,3.92,3.88,8,8,0,0,-2,./XY_fig/XY_thick8voltage-2xsub3.92ysub3.88-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-2xsub3.92ysub3.88-20000.dat.jpg,./XYZ/XYZ_thick8voltage-2xsub3.92ysub3.88-20000-compress8.npz
556,thick8voltage-2xsub3.92ysub3.92,40,40,33.6,3.92,3.92,8,8,0,0,-2,./XY_fig/XY_thick8voltage-2xsub3.92ysub3.92-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-2xsub3.92ysub3.92-20000.dat.jpg,./XYZ/XYZ_thick8voltage-2xsub3.92ysub3.92-20000-compress8.npz
557,thick8voltage-2xsub3.96ysub3.8,40,40,33.6,3.96,3.8,8,8,0,0,-2,./XY_fig/XY_thick8voltage-2xsub3.96ysub3.8-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-2xsub3.96ysub3.8-20000.dat.jpg,./XYZ/XYZ_thick8voltage-2xsub3.96ysub3.8-20000-compress8.npz
558,thick8voltage-2xsub3.96ysub3.84,40,40,33.6,3.96,3.84,8,8,0,0,-2,./XY_fig/XY_thick8voltage-2xsub3.96ysub3.84-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-2xsub3.96ysub3.84-20000.dat.jpg,./XYZ/XYZ_thick8voltage-2xsub3.96ysub3.84-20000-compress8.npz
559,thick8voltage-2xsub3.96ysub3.88,40,40,33.6,3.96,3.88,8,8,0,0,-2,./XY_fig/XY_thick8voltage-2xsub3.96ysub3.88-20000.dat.jpg,./XZ_fig/XZ_thick8voltage-2xsub3.96ysub3.88-20000.dat.jpg,./XYZ/XYZ_thick8voltage-2xsub3.96ysub3.88-20000-compress8.npz
